taxon_name,plant_growth_form,woodiness_detailed,life_history,references
Acacia crassa subsp. crassa,shrub tree,woody,perennial,scraped from online flora: species
Acacia crassa subsp. longicoma,shrub tree,woody,perennial,scraped from online flora - applied species value to infraspecific taxon: species - NSW
Acacia crassa,shrub tree,woody,perennial,scraped from online flora: species
Acacia crassicarpa x Acacia midgleyi,tree,woody,perennial,"scraped from online flora - applied consensus species value to hybrid, graded, or uncertain taxa: species - hybrid"
Acacia crassicarpa,tree,woody,perennial,scraped from online flora: species
Acacia crassistipula,shrub,woody,perennial,scraped from online flora: species
Acacia crassiuscula,shrub,woody,perennial,scraped from online flora: species
Acacia crassuloides,shrub,woody,perennial,scraped from online flora: species
Acacia cremiflora,shrub,woody,perennial,scraped from online flora: species
Acacia crenulata,shrub,woody,perennial,scraped from online flora: species
Acacia cretacea,shrub tree,woody,perennial,scraped from online flora: species
Acacia cretata,shrub tree,woody,perennial,scraped from online flora: species
Acacia crispula,shrub,woody,perennial,scraped from online flora: species
Acacia crombiei,tree,woody,perennial,scraped from online flora: species
Acacia cultriformis,shrub,woody,perennial,scraped from online flora: species
Acacia cummingiana,shrub subshrub,woody,perennial,scraped from online flora: species
Acacia cuneifolia,shrub,woody,perennial,scraped from online flora: species
Acacia cupularis,shrub,woody,perennial,scraped from online flora: species
Acacia curranii,shrub,woody,perennial,scraped from online flora: species
Acacia curryana,shrub,woody,perennial,scraped from online flora: species
Acacia curvata,shrub,woody,perennial,scraped from online flora: species
Acacia cuspidifolia,shrub tree,woody,perennial,scraped from online flora: species
Acacia cuthbertsonii subsp. cuthbertsonii,shrub tree,woody,perennial,scraped from online flora: species
Acacia cuthbertsonii subsp. linearis,shrub tree,woody,perennial,scraped from online flora: species
Acacia cuthbertsonii,shrub tree,woody,perennial,scraped from online flora: species
Acacia cyclocarpa,shrub,woody,perennial,scraped from online flora: species
Acacia cyclops,shrub tree,woody,perennial,scraped from online flora: species
Acacia cylindrica,shrub,woody,perennial,scraped from online flora: species
Acacia cyperophylla var. cyperophylla,tree,woody,perennial,scraped from online flora: species
Acacia cyperophylla var. omearana,tree,woody,perennial,scraped from online flora: species
Acacia cyperophylla,shrub tree,woody,perennial,scraped from online flora: species
Acacia dacrydioides,shrub,woody,perennial,scraped from online flora: species
Acacia dallachiana,shrub tree,woody,perennial,scraped from online flora: species
Acacia dangarensis,tree,woody,perennial,scraped from online flora: species
Acacia daphnifolia,shrub tree,woody,perennial,scraped from online flora: species
Acacia daviesii,shrub,woody,perennial,scraped from online flora: species
Acacia daviesioides,shrub,woody,perennial,scraped from online flora: species
Acacia daweana,shrub,woody,perennial,scraped from online flora: species
Acacia dawsonii,shrub tree,woody,perennial,scraped from online flora: species
Acacia dealbata subsp. dealbata,shrub tree,woody,perennial,scraped from online flora: species
Acacia dealbata subsp. subalpina,shrub tree,woody,perennial,scraped from online flora: species
Acacia dealbata,shrub tree,woody,perennial,scraped from online flora: species
Acacia deanei subsp. deanei,shrub tree,woody,perennial,scraped from online flora - applied species value to infraspecific taxon: species
Acacia deanei subsp. paucijuga,shrub tree,woody,perennial,scraped from online flora - applied species value to infraspecific taxon: species
Acacia deanei,shrub tree,woody,perennial,scraped from online flora: species
Acacia debilis,shrub tree,woody,perennial,scraped from online flora: species
Acacia declinata,shrub,woody,perennial,scraped from online flora: species
Acacia decora,shrub,woody,perennial,scraped from online flora: species
Acacia decurrens,shrub tree,woody,perennial,scraped from online flora: species
Acacia deficiens,shrub,woody,perennial,scraped from online flora: species
Acacia deflexa,shrub,woody,perennial,scraped from online flora: species
Acacia delibrata,shrub tree,woody,perennial,scraped from online flora: species
Acacia delicatula,shrub,woody,perennial,scraped from online flora: species
Acacia delphina,shrub,woody,perennial,scraped from online flora: species
Acacia deltoidea subsp. ampla,shrub,woody,perennial,scraped from online flora: species
Acacia deltoidea subsp. deltoidea,shrub,woody,perennial,scraped from online flora: species
Acacia deltoidea,shrub,woody,perennial,scraped from online flora: species
Acacia demissa,shrub tree,woody,perennial,scraped from online flora: species
Acacia dempsteri,shrub tree,woody,perennial,scraped from online flora: species
Acacia densiflora,shrub,woody,perennial,scraped from online flora: species
Acacia denticulosa,shrub,woody,perennial,scraped from online flora: species
Acacia dentifera,shrub,woody,perennial,scraped from online flora: species
Acacia depressa,shrub,woody,perennial,scraped from online flora: species
Acacia dermatophylla,shrub,woody,perennial,scraped from online flora: species
Acacia derwentiana,shrub,woody,perennial,scraped from online flora: species
Acacia desertorum var. desertorum,shrub tree,woody,perennial,scraped from online flora: species
Acacia desertorum var. nudipes,shrub tree,woody,perennial,scraped from online flora: species
Acacia desertorum,shrub tree,woody,perennial,scraped from online flora: species
Acacia desmondii,tree,woody,perennial,scraped from online flora: species
Acacia deuteroneura,shrub,woody,perennial,scraped from online flora: species
Acacia diallaga,shrub,woody,perennial,scraped from online flora: species
Acacia diaphana,shrub,woody,perennial,scraped from online flora: species
Acacia diaphyllodinea,shrub,woody,perennial,scraped from online flora: species
Acacia diastemata,shrub tree,woody,perennial,"taxon revision; taxonomic species description: species - Maslin 2013, Nuytsia 23: 543–587"
Acacia dictyocarpa,shrub,woody,perennial,scraped from online flora: species
Acacia dictyoneura,shrub,woody,perennial,scraped from online flora: species
Acacia dictyophleba,shrub,woody,perennial,scraped from online flora: species
Acacia didyma,shrub tree,woody,perennial,scraped from online flora: species
Acacia dielsii,shrub,woody,perennial,scraped from online flora: species
Acacia dietrichiana,shrub tree,woody,perennial,scraped from online flora: species
Acacia difficilis,shrub tree,woody,perennial,scraped from online flora: species
Acacia difformis,shrub tree,woody,perennial,scraped from online flora: species
Acacia dilatata,shrub,woody,perennial,scraped from online flora: species
Acacia dilloniorum,shrub,woody,perennial,scraped from online flora: species
Acacia dimidiata,shrub tree,woody,perennial,scraped from online flora: species
Acacia diminuta,shrub,woody,perennial,scraped from online flora: species
Acacia dimorpha,shrub,woody,perennial,"taxon revision; taxonomic species description: species - Maslin 2013, Nuytsia 23: 543–587"
Acacia disparrima subsp. calidestris,shrub tree,woody,perennial,scraped from online flora - applied species value to infraspecific taxon: species - FoA
Acacia disparrima subsp. disparrima,shrub tree,woody,perennial,scraped from online flora: species
Acacia disparrima,shrub tree,woody,perennial,scraped from online flora: species
Acacia dissimilis,shrub,woody,perennial,scraped from online flora: species
Acacia dissona var. dissona,shrub,woody,perennial,scraped from online flora: species
Acacia dissona var. indoloria,shrub,woody,perennial,scraped from online flora: species
Acacia dissona,shrub,woody,perennial,scraped from online flora: species
Acacia distans,tree,woody,perennial,scraped from online flora: species
Acacia disticha,shrub,woody,perennial,scraped from online flora: species
Acacia divergens,shrub,woody,perennial,scraped from online flora: species
Acacia dodonaeifolia x Acacia paradoxa,shrub tree,woody,perennial,"scraped from online flora - applied consensus species value to hybrid, graded, or uncertain taxa: species - hybrid"
Acacia dodonaeifolia,shrub tree,woody,perennial,scraped from online flora: species
Acacia dolichophylla,shrub,woody,perennial,scraped from online flora: species
Acacia donaldsonii,shrub tree,woody,perennial,scraped from online flora: species
Acacia doratoxylon,shrub tree,woody,perennial,scraped from online flora: species
Acacia doreta,shrub tree,woody,perennial,scraped from online flora: species
Acacia dorothea,shrub,woody,perennial,scraped from online flora: species
Acacia dorsenna,shrub,woody,perennial,scraped from online flora: species
Acacia drepanocarpa subsp. drepanocarpa,shrub,woody,perennial,scraped from online flora: species
Acacia drepanocarpa subsp. latifolia,shrub,woody,perennial,scraped from online flora: species
Acacia drepanocarpa,shrub,woody,perennial,scraped from online flora: species
Acacia drepanophylla,tree,woody,perennial,scraped from online flora: species
Acacia drewiana subsp. drewiana,shrub subshrub,woody,perennial,scraped from online flora: species
Acacia drewiana subsp. minor,shrub subshrub,woody,perennial,scraped from online flora: species
Acacia drewiana,shrub subshrub,woody,perennial,scraped from online flora: species
Acacia drummondii subsp. affinis,shrub,woody,perennial,scraped from online flora: species
Acacia drummondii subsp. candolleana,shrub,woody,perennial,scraped from online flora: species
Acacia drummondii subsp. drummondii,shrub,woody,perennial,scraped from online flora: species
Acacia drummondii subsp. elegans Porongurup variant (R.J.Cumming 938),shrub,woody,perennial,scraped from online flora: species
Acacia drummondii subsp. elegans,shrub,woody,perennial,scraped from online flora: species
Acacia drummondii,shrub,woody,perennial,scraped from online flora: species
Acacia dunnii,shrub tree,woody,perennial,scraped from online flora: species
Acacia dura,shrub,woody,perennial,scraped from online flora: species
Acacia durabilis,shrub,woody,perennial,scraped from online flora: species
Acacia duriuscula,shrub tree,woody,perennial,scraped from online flora: species
Acacia echinula,shrub,woody,perennial,scraped from online flora: species
Acacia echinuliflora,shrub tree,woody,perennial,scraped from online flora: species
Acacia effusa,shrub,woody,perennial,scraped from online flora: species
Acacia effusifolia,shrub tree,woody,perennial,scraped from online flora: species
Acacia elachantha,shrub tree,woody,perennial,scraped from online flora: species
Acacia elata,tree,woody,perennial,scraped from online flora: species
Acacia elongata,shrub,woody,perennial,scraped from online flora: species
Acacia empelioclada,shrub,woody,perennial,scraped from online flora: species
Acacia enervia subsp. enervia,shrub tree,woody,perennial,scraped from online flora: species
Acacia enervia subsp. explicata,shrub tree,woody,perennial,scraped from online flora: species
